time,underlyingApy1DMA,underlyingApy7DMA,impliedApy,volume
Sun Apr 28 2024 01:00:00 GMT+0100 (British Summer Time),0,0.0294,0.3745,18014.372929629626
Sun Apr 28 2024 02:00:00 GMT+0100 (British Summer Time),0,0.0294,0.3754,28041.779230733217
Sun Apr 28 2024 03:00:00 GMT+0100 (British Summer Time),0,0.0294,0.3764,30632.321490260507
Sun Apr 28 2024 04:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.3867,102405.36087007717
Sun Apr 28 2024 05:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.3914,101202.75075621615
Sun Apr 28 2024 06:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.3895,57643.68383315511
Sun Apr 28 2024 07:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.3943,40480.7522435164
Sun Apr 28 2024 08:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.3886,59622.01174953428
Sun Apr 28 2024 09:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.3829,64741.165263964875
Sun Apr 28 2024 10:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.3825,6503.768054204227
Sun Apr 28 2024 11:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.3831,124249.5637102171
Sun Apr 28 2024 12:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.3791,55688.91118534942
Sun Apr 28 2024 13:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.383,67451.28177949414
Sun Apr 28 2024 14:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.3886,172757.71272460057
Sun Apr 28 2024 15:00:00 GMT+0100 (British Summer Time),0.0271,0.0289,0.3957,40773.181937551024
Sun Apr 28 2024 16:00:00 GMT+0100 (British Summer Time),0.0271,0.0306,0.3904,256506.087310973
Sun Apr 28 2024 17:00:00 GMT+0100 (British Summer Time),0.0271,0.0306,0.4037,266532.68613152625
Sun Apr 28 2024 18:00:00 GMT+0100 (British Summer Time),0.0271,0.0306,0.3867,146158.0502052484
Sun Apr 28 2024 19:00:00 GMT+0100 (British Summer Time),0.0271,0.0306,0.3541,668323.4214442242
Sun Apr 28 2024 20:00:00 GMT+0100 (British Summer Time),0.0271,0.0306,0.3492,198704.36313859688
Sun Apr 28 2024 21:00:00 GMT+0100 (British Summer Time),0.0271,0.0306,0.3439,149808.1490906283
