time,underlyingApy1DMA,underlyingApy7DMA,impliedApy,volume
Sun Apr 28 2024 01:00:00 GMT+0100 (British Summer Time),0.023,0.0273,0.3083,181765.40797574745
Sun Apr 28 2024 02:00:00 GMT+0100 (British Summer Time),0.0265,0.0278,0.3182,8913267.832103407
Sun Apr 28 2024 03:00:00 GMT+0100 (British Summer Time),0.0265,0.0278,0.3199,2098505.2730462397
Sun Apr 28 2024 04:00:00 GMT+0100 (British Summer Time),0.0229,0.0278,0.3202,157866.65572523058
Sun Apr 28 2024 05:00:00 GMT+0100 (British Summer Time),0.0261,0.0282,0.3205,209061.13236491205
Sun Apr 28 2024 06:00:00 GMT+0100 (British Summer Time),0.0227,0.0282,0.3205,13595.423326875116
Sun Apr 28 2024 07:00:00 GMT+0100 (British Summer Time),0.026,0.0287,0.3208,139018.34643630887
Sun Apr 28 2024 08:00:00 GMT+0100 (British Summer Time),0.026,0.0287,0.3192,1777615.933923342
Sun Apr 28 2024 09:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.3189,521474.5857357717
Sun Apr 28 2024 10:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.3199,2415826.684751834
Sun Apr 28 2024 11:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.3202,368846.6838815244
Sun Apr 28 2024 12:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.3201,38320.76956491283
Sun Apr 28 2024 13:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.3203,577017.5271395801
Sun Apr 28 2024 14:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.3199,254511.66905328212
Sun Apr 28 2024 15:00:00 GMT+0100 (British Summer Time),0.026,0.0255,0.3185,999556.5108907211
Sun Apr 28 2024 16:00:00 GMT+0100 (British Summer Time),0.026,0.0255,0.3189,808861.7083783747
Sun Apr 28 2024 17:00:00 GMT+0100 (British Summer Time),0.026,0.0255,0.319,672323.4915295985
Sun Apr 28 2024 18:00:00 GMT+0100 (British Summer Time),0.026,0.0255,0.3123,3083479.716242456
Sun Apr 28 2024 19:00:00 GMT+0100 (British Summer Time),0.013,0.0251,0.3125,1396558.2873079602
Sun Apr 28 2024 20:00:00 GMT+0100 (British Summer Time),0.0262,0.027,0.3113,728230.2994590149
Sun Apr 28 2024 21:00:00 GMT+0100 (British Summer Time),0.0262,0.0265,0.3112,120235.7323164777
Sun Apr 28 2024 22:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.3105,541051.1546917877
Sun Apr 28 2024 23:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.31,473329.1351099247
Mon Apr 29 2024 00:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.3093,413054.36916609225
Mon Apr 29 2024 01:00:00 GMT+0100 (British Summer Time),0.0229,0.026,0.3097,212471.79931178447
Mon Apr 29 2024 02:00:00 GMT+0100 (British Summer Time),0.0194,0.026,0.3094,395932.19631216954
Mon Apr 29 2024 03:00:00 GMT+0100 (British Summer Time),0.0194,0.026,0.2945,8665915.219276715
Mon Apr 29 2024 04:00:00 GMT+0100 (British Summer Time),0.0194,0.0255,0.2947,291980.162449296
Mon Apr 29 2024 05:00:00 GMT+0100 (British Summer Time),0.0163,0.0255,0.2962,881419.2928261809
Mon Apr 29 2024 06:00:00 GMT+0100 (British Summer Time),0.0163,0.0255,0.2963,154851.75227619958
Mon Apr 29 2024 07:00:00 GMT+0100 (British Summer Time),0.013,0.025,0.2961,440494.8102317111
Mon Apr 29 2024 08:00:00 GMT+0100 (British Summer Time),0.0275,0.0271,0.2957,532684.2661189428
Mon Apr 29 2024 09:00:00 GMT+0100 (British Summer Time),0.0275,0.0266,0.2963,690285.45994258
Mon Apr 29 2024 10:00:00 GMT+0100 (British Summer Time),0.0275,0.0266,0.2957,646785.6369878319
Mon Apr 29 2024 11:00:00 GMT+0100 (British Summer Time),0.0275,0.0266,0.2953,195260.38762747438
Mon Apr 29 2024 12:00:00 GMT+0100 (British Summer Time),0.0275,0.0266,0.2953,364697.7387673025
