time,underlyingApy1DMA,underlyingApy7DMA,impliedApy,volume
Sun Apr 28 2024 01:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.0381,0
Sun Apr 28 2024 02:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.0381,0
Sun Apr 28 2024 03:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.0381,0
Sun Apr 28 2024 04:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.0381,0
Sun Apr 28 2024 05:00:00 GMT+0100 (British Summer Time),0.0306,0.0322,0.0381,0
Sun Apr 28 2024 06:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.0381,0
Sun Apr 28 2024 07:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.0381,0
Sun Apr 28 2024 08:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.0381,289.0762916578404
Sun Apr 28 2024 09:00:00 GMT+0100 (British Summer Time),0.0306,0.0322,0.0381,0
Sun Apr 28 2024 10:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.0381,0
Sun Apr 28 2024 11:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.0381,0
Sun Apr 28 2024 12:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.0381,0
Sun Apr 28 2024 13:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,0
Sun Apr 28 2024 14:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,38.423383944643305
Sun Apr 28 2024 15:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,0
Sun Apr 28 2024 16:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,19.8682569952106
Sun Apr 28 2024 17:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,0
Sun Apr 28 2024 18:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,15.442171038478211
Sun Apr 28 2024 19:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,0
Sun Apr 28 2024 20:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,6.694161939734488
Sun Apr 28 2024 21:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,38.947263789058866
Sun Apr 28 2024 22:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,0
Sun Apr 28 2024 23:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,0
Mon Apr 29 2024 00:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,0
Mon Apr 29 2024 01:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.0381,0
Mon Apr 29 2024 02:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.038,6577.161079932306
Mon Apr 29 2024 03:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.038,0
Mon Apr 29 2024 04:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.038,0
Mon Apr 29 2024 05:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.038,0
Mon Apr 29 2024 06:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.038,0
Mon Apr 29 2024 07:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.038,0
Mon Apr 29 2024 08:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.038,0
Mon Apr 29 2024 09:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.038,0
Mon Apr 29 2024 10:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.038,0
Mon Apr 29 2024 11:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.038,0
Mon Apr 29 2024 12:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.038,0
Mon Apr 29 2024 13:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.038,0
Mon Apr 29 2024 14:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0393,95421.74213885199
Mon Apr 29 2024 15:00:00 GMT+0100 (British Summer Time),0.0308,0.0321,0.0393,0
Mon Apr 29 2024 16:00:00 GMT+0100 (British Summer Time),0.0308,0.0321,0.0393,0
Mon Apr 29 2024 17:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0393,0
Mon Apr 29 2024 18:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0393,0.27872707945755865
Mon Apr 29 2024 19:00:00 GMT+0100 (British Summer Time),0.0308,0.0321,0.0393,0
Mon Apr 29 2024 20:00:00 GMT+0100 (British Summer Time),0.0308,0.0321,0.0393,0
Mon Apr 29 2024 21:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0393,917.0347308146058
Mon Apr 29 2024 22:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0393,0
Mon Apr 29 2024 23:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0393,0
Tue Apr 30 2024 00:00:00 GMT+0100 (British Summer Time),0.0308,0.0321,0.0393,0
Tue Apr 30 2024 01:00:00 GMT+0100 (British Summer Time),0.0308,0.0321,0.0393,0
Tue Apr 30 2024 02:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0392,11584.317472015342
Tue Apr 30 2024 03:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0392,0
Tue Apr 30 2024 04:00:00 GMT+0100 (British Summer Time),0.0308,0.0321,0.0392,0
Tue Apr 30 2024 05:00:00 GMT+0100 (British Summer Time),0.0308,0.0321,0.0392,0
Tue Apr 30 2024 06:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0392,0
Tue Apr 30 2024 07:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0392,2.870003704908906
Tue Apr 30 2024 08:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0392,1.9449039744468382
Tue Apr 30 2024 09:00:00 GMT+0100 (British Summer Time),0.0308,0.0321,0.0392,0
Tue Apr 30 2024 10:00:00 GMT+0100 (British Summer Time),0.0308,0.0321,0.0391,1467.505026084663
Tue Apr 30 2024 11:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0391,0
Tue Apr 30 2024 12:00:00 GMT+0100 (British Summer Time),0.0309,0.0322,0.0391,0
Tue Apr 30 2024 13:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0
Tue Apr 30 2024 14:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0.00033336460547016137
Tue Apr 30 2024 15:00:00 GMT+0100 (British Summer Time),0.031,0.0321,0.0391,0
Tue Apr 30 2024 16:00:00 GMT+0100 (British Summer Time),0.031,0.0321,0.0391,19.786598053476865
Tue Apr 30 2024 17:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0
Tue Apr 30 2024 18:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,1.8283551157877942
Tue Apr 30 2024 19:00:00 GMT+0100 (British Summer Time),0.031,0.0321,0.0391,0
Tue Apr 30 2024 20:00:00 GMT+0100 (British Summer Time),0.031,0.0321,0.0391,0
Tue Apr 30 2024 21:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0
Tue Apr 30 2024 22:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,26.576007193347955
Tue Apr 30 2024 23:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0
Wed May 01 2024 00:00:00 GMT+0100 (British Summer Time),0.031,0.0321,0.0391,0
Wed May 01 2024 01:00:00 GMT+0100 (British Summer Time),0.031,0.0321,0.0391,0
Wed May 01 2024 02:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0
Wed May 01 2024 03:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0
Wed May 01 2024 04:00:00 GMT+0100 (British Summer Time),0.031,0.0321,0.0391,0
Wed May 01 2024 05:00:00 GMT+0100 (British Summer Time),0.031,0.0321,0.0391,0
Wed May 01 2024 06:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0
Wed May 01 2024 07:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0
Wed May 01 2024 08:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0
Wed May 01 2024 09:00:00 GMT+0100 (British Summer Time),0.031,0.0321,0.0391,0
Wed May 01 2024 10:00:00 GMT+0100 (British Summer Time),0.031,0.0321,0.0391,151.2328433294637
Wed May 01 2024 11:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0
Wed May 01 2024 12:00:00 GMT+0100 (British Summer Time),0.0309,0.0321,0.0391,0
Wed May 01 2024 13:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,0
Wed May 01 2024 14:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,0
Wed May 01 2024 15:00:00 GMT+0100 (British Summer Time),0.0335,0.0314,0.0391,289.015084031891
Wed May 01 2024 16:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,0
Wed May 01 2024 17:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,0
Wed May 01 2024 18:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,29.12733853745459
Wed May 01 2024 19:00:00 GMT+0100 (British Summer Time),0.0335,0.0314,0.0391,1193.4112573847715
Wed May 01 2024 20:00:00 GMT+0100 (British Summer Time),0.0335,0.0314,0.0391,0
Wed May 01 2024 21:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,0
Wed May 01 2024 22:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,1.3874996866433293
Wed May 01 2024 23:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,0
Thu May 02 2024 00:00:00 GMT+0100 (British Summer Time),0.0335,0.0314,0.0391,0
Thu May 02 2024 01:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,3.790772716203496
Thu May 02 2024 02:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,0
Thu May 02 2024 03:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,0
Thu May 02 2024 04:00:00 GMT+0100 (British Summer Time),0.0335,0.0314,0.0391,0
Thu May 02 2024 05:00:00 GMT+0100 (British Summer Time),0.0335,0.0314,0.0391,0
Thu May 02 2024 06:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,646.5032910150398
Thu May 02 2024 07:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,0
Thu May 02 2024 08:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,5.971516368334802
Thu May 02 2024 09:00:00 GMT+0100 (British Summer Time),0.0335,0.0314,0.0391,0
Thu May 02 2024 10:00:00 GMT+0100 (British Summer Time),0.0336,0.0314,0.0391,0
Thu May 02 2024 11:00:00 GMT+0100 (British Summer Time),0.0335,0.0314,0.0391,102.79690302816758
Thu May 02 2024 12:00:00 GMT+0100 (British Summer Time),0.0335,0.0314,0.0391,0.4880468501633948
