time,underlyingApy1DMA,underlyingApy7DMA,impliedApy,volume
Sun Apr 28 2024 01:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.5011,64076.14097621823
Sun Apr 28 2024 02:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.5042,173579.3476611239
Sun Apr 28 2024 03:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.5071,188770.8552063147
Sun Apr 28 2024 04:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.5213,477365.83285980194
Sun Apr 28 2024 05:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.5188,310780.7716212266
Sun Apr 28 2024 06:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.5121,1783457.6566354365
Sun Apr 28 2024 07:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.5091,698944.6121730678
Sun Apr 28 2024 08:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.5212,411902.37910814537
Sun Apr 28 2024 09:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.514,934212.7990232252
Sun Apr 28 2024 10:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.5025,2415789.460723165
Sun Apr 28 2024 11:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.5045,82146.2895947718
Sun Apr 28 2024 12:00:00 GMT+0100 (British Summer Time),0.0305,0.0322,0.5051,36249.14315894005
Sun Apr 28 2024 13:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4873,1988029.1926260383
Sun Apr 28 2024 14:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4713,2685168.9838913926
Sun Apr 28 2024 15:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4727,2000350.5173580865
Sun Apr 28 2024 16:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4806,2524133.14805191
Sun Apr 28 2024 17:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4623,963947.8826763398
Sun Apr 28 2024 18:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4642,973903.8965963742
Sun Apr 28 2024 19:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.3985,3697449.000048009
Sun Apr 28 2024 20:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4321,3297221.312256596
Sun Apr 28 2024 21:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4314,331424.7273580446
Sun Apr 28 2024 22:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4323,109842.47046199242
Sun Apr 28 2024 23:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4363,211902.7925607955
Mon Apr 29 2024 00:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4382,384775.0748245189
Mon Apr 29 2024 01:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4329,590520.7056718515
Mon Apr 29 2024 02:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4051,1466392.1018896084
Mon Apr 29 2024 03:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4022,358167.50831870735
Mon Apr 29 2024 04:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4059,346980.3410029153
Mon Apr 29 2024 05:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4071,554415.1516376877
Mon Apr 29 2024 06:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4041,235600.50333741787
Mon Apr 29 2024 07:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4035,172863.68913981813
Mon Apr 29 2024 08:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4133,668526.5403647602
Mon Apr 29 2024 09:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4095,347992.6553748335
Mon Apr 29 2024 10:00:00 GMT+0100 (British Summer Time),0.0298,0.0322,0.4114,106571.54834893515
