time,underlyingApy1DMA,underlyingApy7DMA,impliedApy,volume
Sun Apr 28 2024 01:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3421,37262.861294683586
Sun Apr 28 2024 02:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3397,33628.38234989715
Sun Apr 28 2024 03:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3413,22316.50733050595
Sun Apr 28 2024 04:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3388,67718.97002821266
Sun Apr 28 2024 05:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3401,85583.11677681578
Sun Apr 28 2024 06:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3397,10855.711494853305
Sun Apr 28 2024 07:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3315,543581.9441547561
Sun Apr 28 2024 08:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3333,52943.544646174734
Sun Apr 28 2024 09:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3368,150337.0326054322
Sun Apr 28 2024 10:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3321,115496.65659384728
Sun Apr 28 2024 11:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3281,56983.99085402799
Sun Apr 28 2024 12:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3234,970348.7433030955
Sun Apr 28 2024 13:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3313,128388.39591837494
Sun Apr 28 2024 14:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3308,305825.52904771955
Sun Apr 28 2024 15:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3333,20321.39558075349
Sun Apr 28 2024 16:00:00 GMT+0100 (British Summer Time),0.0213,0.0221,0.3229,251164.94237202054
Sun Apr 28 2024 17:00:00 GMT+0100 (British Summer Time),0.0213,0.0187,0.3214,95864.23061645006
Sun Apr 28 2024 18:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3238,471346.65313744056
Sun Apr 28 2024 19:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3286,57409.63035755091
Sun Apr 28 2024 20:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3247,62415.60267381088
Sun Apr 28 2024 21:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3236,75503.05702645873
Sun Apr 28 2024 22:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3266,62727.31915516527
Sun Apr 28 2024 23:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3235,26980.573659454534
Mon Apr 29 2024 00:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.325,12596.826758754089
Mon Apr 29 2024 01:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3269,15604.714530094123
Mon Apr 29 2024 02:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3298,228013.90811958647
Mon Apr 29 2024 03:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3232,249932.83498282795
Mon Apr 29 2024 04:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3264,31169.232765097295
Mon Apr 29 2024 05:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3254,33340.83439742956
Mon Apr 29 2024 06:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3249,39845.58930767602
Mon Apr 29 2024 07:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3228,177509.56698645707
Mon Apr 29 2024 08:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3246,116573.22685838689
Mon Apr 29 2024 09:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3234,45507.04595052025
Mon Apr 29 2024 10:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3321,274260.7339268793
Mon Apr 29 2024 11:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3305,31608.285310594823
Mon Apr 29 2024 12:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3315,54090.17021640703
Mon Apr 29 2024 13:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3267,485514.33358105965
Mon Apr 29 2024 14:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3267,53314.28335037702
Mon Apr 29 2024 15:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.3326,277592.16845878446
Mon Apr 29 2024 16:00:00 GMT+0100 (British Summer Time),0.0215,0.0218,0.326,414847.38969231455
Mon Apr 29 2024 17:00:00 GMT+0100 (British Summer Time),0.0215,0.0185,0.3117,1327244.5371901046
Mon Apr 29 2024 18:00:00 GMT+0100 (British Summer Time),0.0219,0.0216,0.2386,1294868.7847403428
