time,underlyingApy1DMA,underlyingApy7DMA,impliedApy,volume
Sun Apr 28 2024 01:00:00 GMT+0100 (British Summer Time),0.0364,0.0273,0.2992,64227.64215146149
Sun Apr 28 2024 02:00:00 GMT+0100 (British Summer Time),0.0364,0.0273,0.2992,123686.31514604634
Sun Apr 28 2024 03:00:00 GMT+0100 (British Summer Time),0.0364,0.0273,0.2899,473145.66262266727
Sun Apr 28 2024 04:00:00 GMT+0100 (British Summer Time),0.0364,0.0273,0.2956,352469.4702707002
Sun Apr 28 2024 05:00:00 GMT+0100 (British Summer Time),0.0364,0.0273,0.2984,169449.5872750039
Sun Apr 28 2024 06:00:00 GMT+0100 (British Summer Time),0.0364,0.0273,0.3023,753640.1731350243
Sun Apr 28 2024 07:00:00 GMT+0100 (British Summer Time),0.0364,0.0273,0.303,114685.81401921432
Sun Apr 28 2024 08:00:00 GMT+0100 (British Summer Time),0.0364,0.0273,0.2854,1500093.649622311
Sun Apr 28 2024 09:00:00 GMT+0100 (British Summer Time),0.0364,0.0273,0.2947,775656.5390970742
Sun Apr 28 2024 10:00:00 GMT+0100 (British Summer Time),0.0364,0.0273,0.2885,837300.9354896628
Sun Apr 28 2024 11:00:00 GMT+0100 (British Summer Time),0.0364,0.0273,0.2935,153434.9997151592
Sun Apr 28 2024 12:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.2981,135265.6478764292
Sun Apr 28 2024 13:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.2993,374641.97146162024
Sun Apr 28 2024 14:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.2951,373197.0178397442
Sun Apr 28 2024 15:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.3014,501389.22226721887
Sun Apr 28 2024 16:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.2991,254139.62889891607
Sun Apr 28 2024 17:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.295,158935.8280956478
Sun Apr 28 2024 18:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.2765,1184375.057350201
Sun Apr 28 2024 19:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.2841,186312.7629030565
Sun Apr 28 2024 20:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.2946,430630.6363955459
Sun Apr 28 2024 21:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.2931,159040.88484397595
Sun Apr 28 2024 22:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.2944,159414.30880822154
Sun Apr 28 2024 23:00:00 GMT+0100 (British Summer Time),0.026,0.0264,0.2946,233128.83631997986
Mon Apr 29 2024 00:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.2945,88219.43506266283
Mon Apr 29 2024 01:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.2944,24416.118791925503
Mon Apr 29 2024 02:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.2939,46529.45915294813
Mon Apr 29 2024 03:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.2816,947064.7402114943
Mon Apr 29 2024 04:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.2876,94744.92481989854
Mon Apr 29 2024 05:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.2889,111677.88894059983
Mon Apr 29 2024 06:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.2887,222102.9978733171
Mon Apr 29 2024 07:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.2902,161773.1932833667
Mon Apr 29 2024 08:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.2923,131426.75872213097
Mon Apr 29 2024 09:00:00 GMT+0100 (British Summer Time),0.0229,0.0265,0.2923,175856.15331036286
