time,open,high,low,close,volume
2024-04-10,2606.7963,2654.7037,2565.0608,2646.7403,0.0
2024-04-11,2640.3316,2693.8404,2609.6202,2622.7283,0.0
2024-04-12,2630.2229,2653.2696,2400.6114,2421.9227,0.0
2024-04-13,2425.422,2463.7557,2145.4682,2271.6313,0.0
2024-04-14,2252.9031,2384.7819,2187.677,2379.2609,0.0
2024-04-15,2376.9965,2524.1378,2340.3794,2451.1762,71368.7959
2024-04-16,2450.8003,2565.9545,2375.9659,2527.9236,166921.7867
2024-04-17,2523.747,2732.1834,2494.3541,2494.3599,201318.9642
2024-04-18,2493.1681,2683.97,2492.2544,2643.4623,219076.2521
2024-04-19,2649.1602,2684.995,2472.2958,2616.156,96320.1167
2024-04-20,2624.5595,2701.0563,2591.5525,2667.6591,111748.4194
2024-04-21,2664.07,2695.1182,2636.3291,2669.9038,320236.2443
2024-04-22,2673.8845,2782.1405,2665.0463,2767.044,397515.5411
2024-04-23,2766.8705,2798.1186,2676.0781,2726.8685,823165.3692
2024-04-24,2729.274,2838.4347,2713.5627,2726.2112,424609.069
2024-04-25,2729.2849,2756.4731,2655.6718,2714.998,305467.6011
2024-04-26,2714.8114,2737.8276,2689.3024,2696.9333,119439.3205
2024-04-27,2694.6612,2872.6919,2657.8812,2826.8706,401746.8813
2024-04-28,2824.8972,2892.6868,2822.7993,2828.6837,231730.6881
2024-04-29,2827.8688,2884.9271,2720.0246,2880.2265,406979.4051
2024-04-30,2874.8871,2874.8918,2600.4324,2675.7782,437153.8981
2024-05-01,2683.522,2803.7083,2512.874,2668.2252,792335.9564
2024-05-02,2670.4388,2700.8448,2613.8833,2688.5503,181105.4328
2024-05-03,2689.9044,2843.2427,2656.7498,2823.8655,645428.7508
2024-05-04,2822.8862,2853.5542,2799.0674,2799.4813,713304.0986
2024-05-05,2800.1181,2854.8793,2773.6948,2831.4285,545381.7384
2024-05-06,2829.4723,2915.4951,2768.6268,2797.0027,593519.6872
2024-05-07,2795.7263,2828.8542,2728.0841,2728.4827,352760.334
2024-05-08,2724.1377,2742.7758,2678.1514,2694.0145,229091.6388
2024-05-09,2697.6303,2772.8369,2656.9008,2750.9468,575613.4724
2024-05-10,2753.9656,2769.2476,2634.5373,2653.9002,356045.2586
2024-05-11,2655.5591,2685.7783,2643.5684,2667.6784,140319.125
2024-05-12,2668.2877,2707.52,2667.7649,2683.1587,273216.0711
2024-05-13,2684.9213,2735.6826,2623.6431,2681.0592,249985.3695
2024-05-14,2679.8943,2689.0396,2626.0682,2635.6714,138481.4063
2024-05-15,2635.9509,2776.3558,2618.3169,2770.482,161163.7497
2024-05-16,2775.4368,2780.4614,2678.6101,2690.9714,173445.9164
2024-05-17,2690.41,2850.7158,2688.704,2831.0906,90826.6934
2024-05-18,2830.5437,2864.4135,2826.7786,2848.6195,208103.1895
2024-05-19,2854.2964,2868.1183,2797.653,2812.8348,677766.2268
2024-05-20,2812.0463,3343.5705,2795.5346,3337.0165,227157.9946
2024-05-21,3326.427,3476.7017,3311.4061,3449.4974,346681.9542
2024-05-22,3439.4295,3454.6108,3339.7845,3407.0662,541360.9141
2024-05-23,3408.0385,3589.6297,3361.6363,3436.9292,593978.8303
2024-05-24,3444.9839,3493.5956,3334.102,3408.3107,164469.2985
2024-05-25,3407.7919,3468.0551,3396.3227,3468.0551,322713.7714
2024-05-26,3470.7206,3576.2909,3459.9008,3534.5275,357005.0159
2024-05-27,3536.6663,3661.2996,3536.6657,3587.3828,370273.5761
2024-05-28,3587.929,3618.3509,3484.7578,3546.7,234626.7297
2024-05-29,3540.6264,3574.6698,3459.6801,3497.6517,308467.2402
2024-05-30,3491.1598,3521.1723,3415.3124,3453.2806,157611.5526
2024-05-31,3445.3097,3547.5648,3442.0238,3465.8083,123425.2461
2024-06-01,3466.1387,3534.2471,3459.0762,3529.8602,100081.7439
2024-06-02,3529.5537,3538.2027,3483.4514,3491.8106,95694.0156
2024-06-03,3495.3903,3563.0914,3484.1991,3495.1899,118540.2595
2024-06-04,3490.3478,3580.2882,3473.5454,3563.853,643823.8906
2024-06-05,3565.8656,3603.092,3516.4962,3587.9378,196998.4172
2024-06-06,3589.7621,3621.2586,3516.9048,3583.2278,3891321.2627
2024-06-07,3583.9215,3707.1165,3445.8572,3481.6469,3379854.8815
2024-06-08,3477.8552,3508.2224,3474.4505,3493.5679,414467.1661
2024-06-09,3498.9708,3517.1632,3481.4021,3505.1709,499108.3894
2024-06-10,3503.869,3509.1271,3449.6145,3475.6682,77652.4294
2024-06-11,3469.884,3473.9684,3255.4059,3316.8419,150815.9491
2024-06-12,3315.8252,3449.1332,3291.639,3377.07,176175.7427
2024-06-13,3366.6386,3366.6813,3252.4093,3273.6903,122923.6467
2024-06-14,3276.8419,3330.2804,3181.3432,3291.101,208795.1709
2024-06-15,3289.2748,3389.1497,3289.1976,3369.0521,108893.7441
2024-06-16,3366.5209,3437.7753,3346.4342,3424.4122,209126.9534
2024-06-17,3414.2925,3414.2961,3283.5312,3303.1945,555144.1224
2024-06-18,3303.1981,3303.2192,3202.6814,3297.1608,524016.3354
2024-06-19,3297.1639,3393.9921,3291.6142,3372.0023,114285.5569
2024-06-20,3366.6633,3417.9339,3308.5543,3334.3988,100980.0746
