time,open,high,low,close,volume
2024-05-22,3381.3697,3401.7788,3284.3874,3355.5766,0.0
2024-05-23,3356.2761,3597.165,3356.2761,3479.7036,43472.3465
2024-05-24,3488.394,3533.3206,3373.4141,3452.5904,790.3363
2024-05-25,3451.6468,3488.5616,3441.857,3485.7314,4752.3729
2024-05-26,3485.0898,3594.0329,3471.688,3553.6359,0.0
2024-05-27,3555.7882,3670.4965,3555.7882,3598.4677,5571.0247
2024-05-28,3599.019,3634.1679,3500.2688,3571.6271,0.0
2024-05-29,3565.6697,3600.1084,3471.7697,3505.2475,0.0
2024-05-30,3498.7441,3546.0089,3438.73,3478.2913,0.0
2024-05-31,3470.2729,3560.1045,3454.3727,3476.8015,22695.0946
2024-06-01,3479.2305,3550.3875,3472.158,3545.9918,3369.9912
2024-06-02,3545.6866,3574.7373,3516.9412,3530.7977,57951.8487
2024-06-03,3534.4195,3603.9048,3522.0368,3533.2471,1184.1763
2024-06-04,3528.3543,3585.6945,3511.3865,3583.337,1343.5369
2024-06-05,3585.3631,3639.7233,3547.9653,3624.8847,13371.7642
2024-06-06,3626.7299,3642.4099,3540.8653,3577.0113,0.0
2024-06-07,3577.7067,3594.6215,3436.6469,3473.8585,23679.0433
2024-06-08,3470.0781,3487.5973,3461.4673,3465.0926,4099.855
2024-06-09,3470.4547,3516.4567,3465.1016,3504.7111,5860.9842
2024-06-10,3503.9631,3504.0423,3439.8403,3442.0207,58269.1916
2024-06-11,3436.2963,3471.9294,3205.7394,3266.7833,130321.5477
2024-06-12,3265.7862,3420.3155,3242.0863,3352.4344,15767.5096
2024-06-13,3341.9915,3345.1269,3223.7499,3290.0019,130247.7191
2024-06-14,3293.1715,3366.5477,3225.2351,3336.1192,68792.7699
2024-06-15,3334.2695,3450.7086,3334.2695,3429.0729,77526.9125
2024-06-16,3426.4976,3503.2797,3406.1987,3489.7548,7385.4582
2024-06-17,3479.4429,3479.6076,3359.6245,3364.3296,0.0
2024-06-18,3364.334,3383.387,3258.1312,3383.387,50550.0277
2024-06-19,3383.3899,3483.8637,3377.5266,3464.6498,9660.307
2024-06-20,3459.1638,3510.8686,3400.4732,3422.8021,3012.5703
2024-06-21,3419.7846,3451.0269,3385.4857,3444.6367,50591.9538
2024-06-22,3440.2255,3440.4449,3408.9442,3433.8427,14701.5878
2024-06-23,3428.342,3428.3443,3328.2113,3333.2442,62617.0128
2024-06-24,3330.104,3332.7825,3175.2906,3260.7147,10812.6436
2024-06-25,3265.5388,3329.5501,3247.1767,3312.8003,10103.7432
2024-06-26,3306.388,3321.81,3243.5869,3282.854,20601.6036
2024-06-27,3270.367,3362.9183,3252.4951,3362.9183,184949.5067
2024-06-28,3360.8515,3389.9569,3289.7974,3289.822,56594.262
2024-06-29,3294.8067,3330.5373,3294.8067,3301.5542,67144.9864
2024-06-30,3303.4978,3372.4423,3283.9626,3369.9962,49584.6471
2024-07-01,3361.7236,3432.4714,3349.9505,3358.284,100421.1136
2024-07-02,3361.9638,3375.8589,3322.735,3346.4854,71586.4288
2024-07-03,3346.0771,3350.5289,3189.0691,3221.6995,64454.0003
2024-07-04,3218.319,3226.2433,3006.6879,3006.6937,43961.7109
2024-07-05,2982.4474,3030.533,2762.1082,2926.3899,26833.3949
2024-07-06,2919.1486,3013.6496,2900.1005,2998.6794,113750.5439
2024-07-07,2999.4288,2999.451,2865.971,2866.7948,23523.3778
2024-07-08,2868.489,3026.4532,2775.9583,2965.311,36245.4525
2024-07-09,2959.3228,3066.5288,2948.5646,3021.1643,903332.9518
2024-07-10,3018.4347,3089.7546,2985.0397,3049.3537,12134.1511
2024-07-11,3049.2239,3144.323,3007.1433,3050.9916,14122.7827
2024-07-12,3051.7145,3099.5035,3000.7702,3074.6237,28935.4994
2024-07-13,3082.6511,3131.6488,3061.3316,3131.6488,20344.2115
2024-07-14,3119.0128,3207.8254,3113.8563,3207.8254,1763.2448
2024-07-15,3196.0776,3433.6988,3178.9813,3433.6988,22247.2838
2024-07-16,3430.2293,3430.2444,3307.8977,3395.2181,3214.1531
2024-07-17,3393.4737,3474.1954,3350.6519,3355.7268,186027.3768
2024-07-18,3350.3492,3444.3577,3343.789,3385.196,84850.4848
2024-07-19,3381.4154,3478.3086,3341.96,3462.5772,17628.5563
2024-07-20,3459.015,3489.2941,3437.1771,3465.7941,12863.5247
2024-07-21,3475.9744,3495.1972,3386.1447,3491.9296,105017.639
2024-07-22,3493.4183,3511.1527,3388.9609,3388.9729,11862.5845
2024-07-23,3398.5959,3473.5534,3361.1912,3435.7626,104479.2045
2024-07-24,3431.3063,3432.6602,3273.029,3281.5788,13872.4056
2024-07-25,3290.1208,3290.1481,3046.6147,3116.8094,26874.0608
2024-07-26,3122.9625,3231.8977,3122.9625,3231.8977,11319.7688
2024-07-27,3228.875,3269.0823,3163.2486,3203.1176,87237.0547
2024-07-28,3198.8927,3224.8059,3162.7882,3221.1841,83085.7866
2024-07-29,3220.7813,3338.6023,3215.7438,3278.7174,128637.0018
2024-07-30,3266.0622,3300.6254,3188.0273,3224.5754,9073.496
2024-07-31,3226.3363,3281.7867,3165.8502,3175.1958,7399.0041
2024-08-01,3180.5331,3180.5648,3040.7071,3163.7847,9465.7237
2024-08-02,3157.0099,3157.0186,2934.1188,2949.0642,156878.1566
2024-08-03,2940.9853,2965.1388,2819.1957,2864.2947,171146.2843
2024-08-04,2860.6695,2876.8534,2645.3071,2652.3862,215720.8286
2024-08-05,2642.0159,2646.8096,2155.4786,2392.5207,155625.9252
2024-08-06,2382.1776,2511.3997,2382.1776,2414.4633,7201.3036
2024-08-07,2421.2467,2508.2036,2281.9451,2309.1749,892.2518
2024-08-08,2305.1463,2681.5573,2293.8027,2650.3193,244865.0645
2024-08-09,2652.0408,2663.1961,2534.4457,2555.6409,7062.4835
2024-08-10,2567.581,2605.9453,2554.0948,2576.2456,26062.7643
2024-08-11,2575.0898,2668.9717,2511.8254,2527.9938,1979.1867
