Date,TVL,,,
15/05/2024,2984942829.6854086,,,
16/05/2024,3120053230.201268,,,
17/05/2024,3026250440.0670404,,,
18/05/2024,3193792575.263701,,,
19/05/2024,3221919202.5034456,,,
20/05/2024,3193140102.5149055,,,
21/05/2024,3776708696.639016,,,
22/05/2024,3902928899.3337355,,,
23/05/2024,3887708699.033558,,,
24/05/2024,3937773702.383845,,,
25/05/2024,3862621991.8061543,,,
26/05/2024,3868528688.1088963,,,
27/05/2024,3989599626.4772053,,,
28/05/2024,4052611232.621809,,,
29/05/2024,4004395511.8600063,,,
30/05/2024,3933128475.560753,,,
31/05/2024,3900265363.620849,,,
01/06/2024,3932396815.1462407,,,
02/06/2024,3947189452.826709,,,
03/06/2024,3933138338.798724,,,
04/06/2024,3926026830.3907046,,,
05/06/2024,3965489063.754144,,,
06/06/2024,4007098396.5654473,,,
07/06/2024,3969058020.733009,,,
08/06/2024,3848040857.966689,,,
09/06/2024,3846388513.197458,,,
10/06/2024,3904308090.1106315,,,
11/06/2024,3867474133.830682,,,
12/06/2024,3678955877.393856,,,
13/06/2024,3744789695.796131,,,
14/06/2024,3649860719.0432386,,,
15/06/2024,3647976208.6070833,,,
16/06/2024,3753096455.3304605,,,
17/06/2024,3778431367.4578876,,,
18/06/2024,3721495956.74913,,,
19/06/2024,3679932356.357842,,,
20/06/2024,3744184396.1854596,,,
21/06/2024,3723309761.7295413,,,
22/06/2024,3707530208.9634714,,,
23/06/2024,3661592395.5619206,,,
24/06/2024,3535901212.5529237,,,
25/06/2024,3317173184.5478883,,,
26/06/2024,3311218875.103667,,,
