time,open,high,low,close,volume
2024-06-24,93.5848,93.5848,88.2663,90.2601,0.0
2024-06-25,90.388,104.9909,77.8846,83.6484,5480.572
2024-06-26,83.4953,86.1508,70.0087,70.7298,2179.753
2024-06-27,70.4562,71.7591,1.802,49.1737,2431770.091
2024-06-28,49.1404,50.9412,45.1141,45.1572,733909.7509
2024-06-29,45.2227,47.023,42.3091,43.2744,1251455.6972
2024-06-30,43.2987,45.1764,41.7973,44.6451,3599814.0334
2024-07-01,44.5325,46.0509,41.844,41.9715,428470.6044
2024-07-02,42.0146,47.6786,41.6621,47.6755,189006.9696
2024-07-03,47.6664,49.6817,40.7067,41.1217,2096827.7505
2024-07-04,41.125,42.0314,38.0898,40.6616,6718.7372
2024-07-05,40.3306,41.1743,34.7292,35.0963,862835.7934
2024-07-06,35.0069,37.4661,34.4273,35.794,2040502.9332
2024-07-07,35.8015,36.0113,33.9222,33.9222,283729.9057
2024-07-08,33.9395,35.2998,32.4944,32.7755,153953.9406
2024-07-09,32.7067,33.2598,32.2843,32.3856,356.5138
2024-07-10,32.3538,32.5349,30.8926,30.8926,302885.3625
2024-07-11,30.8888,31.9557,30.3589,31.1665,1514493.6562
2024-07-12,31.1711,31.2505,29.6947,29.9201,320.5897
2024-07-13,29.9956,30.605,29.5517,30.5752,667493.3555
2024-07-14,30.4491,30.6011,29.9184,30.5258,18.474
2024-07-15,30.4489,32.7709,30.2765,31.5255,538932.7563
2024-07-16,31.4906,31.6933,29.2915,29.5368,0.0
2024-07-17,29.5188,31.057,28.5566,28.5566,879780.5857
2024-07-18,28.508,28.6945,27.5466,28.558,20190.5142
2024-07-19,28.5232,30.0565,27.8485,30.0337,588680.0819
2024-07-20,29.9997,30.3451,29.7124,29.7704,2102.2765
2024-07-21,29.8546,30.7759,28.2453,30.67,4185.721
2024-07-22,30.6798,31.0122,28.1448,28.1693,73178.8643
2024-07-23,28.246,28.5436,27.283,27.668,20.6472
2024-07-24,27.6288,31.6259,27.1862,29.0979,1348463.8208
2024-07-25,29.17,29.17,22.5479,22.5479,559070.321
2024-07-26,22.5893,25.814,22.5835,25.2406,418.8931
2024-07-27,25.2136,25.4178,21.6463,21.8075,4054.1254
2024-07-28,21.7757,22.1097,21.4399,21.5442,644.8994
2024-07-29,21.5389,21.9692,19.6466,19.6466,36.2217
2024-07-30,19.5678,19.5846,17.0321,17.1118,186.8232
2024-07-31,17.1184,17.1557,16.0382,16.2976,214.448
2024-08-01,16.3223,16.3223,15.3759,15.8892,1079.599
2024-08-02,15.8524,16.1661,15.0463,15.2135,1034.5055
2024-08-03,15.1691,15.5705,14.4933,14.6345,1208.6813
2024-08-04,14.6132,14.6166,12.3721,12.3721,193.2042
2024-08-05,12.3213,12.3331,8.7757,9.5367,121.0023
2024-08-06,9.5167,9.9935,8.7441,8.7441,642.55
2024-08-07,8.7667,8.949,7.8394,7.8756,803.6242
2024-08-08,7.8599,8.5969,7.8098,8.4718,44831.2315
2024-08-09,8.475,8.475,7.9624,7.9624,129466.3753
2024-08-10,7.9972,8.039,7.5273,7.5273,254.0296
2024-08-11,7.5216,7.568,6.8798,6.9298,362850.9443
2024-08-12,6.9234,6.9607,6.5967,6.6842,63266.7197
2024-08-13,6.6694,6.6694,6.2763,6.3068,336.3529
